STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES
MAHARASHTRA,Aurangabad Railway,2020,0,0,0,0,0,3,3,0,0,6,2,0,0
MAHARASHTRA,Mira Bhayandar Vasai Virar Commr.,2020,1,0,87,0,0,245,247,0,0,280,41,93,0
,,2020,20,0,2061,0,0,4608,5254,73,197,9965,969,6729,0
MANIPUR,Bishnupur,2020,2,0,6,0,0,1,3,0,1,2,0,1,0
MANIPUR,Chandel,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,Churachandpur,2020,0,0,0,0,0,0,1,0,0,0,0,0,0
MANIPUR,CID,2020,0,0,0,0,0,0,0,0,0,2,6,0,0
MANIPUR,Imphal East,2020,0,0,3,0,0,0,11,1,0,12,0,2,0
MANIPUR,Imphal West,2020,0,0,10,0,0,0,20,3,0,30,1,1,1
MANIPUR,Senapati,2020,0,0,1,0,0,0,0,0,0,0,0,0,0
MANIPUR,Tamenglong,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,Thoubal,2020,0,0,5,0,0,0,6,0,0,9,0,1,0
MANIPUR,Ukhrul,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,Kakching,2020,0,0,6,0,0,0,7,1,0,2,1,1,0
MANIPUR,Kamjong,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,Kangpokpi,2020,0,0,0,0,0,0,0,0,0,1,0,0,0
MANIPUR,Jiribam,2020,0,0,0,0,0,0,1,0,0,0,0,1,0
MANIPUR,Noney,2020,0,0,0,0,0,0,0,0,0,2,0,0,0
MANIPUR,Pherzawl,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,Tengnoupal,2020,0,0,1,0,0,0,0,0,0,1,0,0,0
MANIPUR,Narcotic,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020,2,0,32,0,0,1,49,5,1,61,8,7,1
MEGHALAYA,Garo Hills East,2020,0,0,2,0,0,0,1,0,0,5,0,0,0
MEGHALAYA,Garo Hills North,2020,0,0,3,0,0,0,0,0,0,2,0,1,0
MEGHALAYA,Garo Hills South,2020,1,0,1,0,0,0,1,0,0,0,1,0,0
MEGHALAYA,Garo Hills South West,2020,0,0,3,0,0,0,3,0,0,1,0,0,0
MEGHALAYA,Garo Hills West,2020,0,0,7,0,0,0,7,0,0,6,2,9,0
MEGHALAYA,Jaintia Hills West,2020,1,0,5,0,0,1,1,0,0,5,0,0,0
MEGHALAYA,Jaintia Hills East,2020,0,0,7,0,0,10,11,1,0,10,0,0,0
MEGHALAYA,Khasi Hills East,2020,0,0,12,0,0,0,4,0,1,45,12,2,0
MEGHALAYA,Khasi Hills South West,2020,0,0,2,0,0,1,1,0,0,3,0,0,0
MEGHALAYA,Khasi Hills West,2020,0,0,12,0,0,0,0,0,0,3,0,2,0
MEGHALAYA,Ri-Bhoi,2020,0,0,13,0,0,0,0,0,0,6,1,3,0
MEGHALAYA,Cyber Cell,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020,2,0,67,0,0,12,29,1,1,86,16,17,0
MIZORAM,Aizawl,2020,0,0,19,0,0,0,0,0,0,11,2,5,0
MIZORAM,Champhai,2020,0,0,3,0,0,0,0,0,0,0,0,0,0
MIZORAM,Kolasib,2020,0,0,3,0,0,0,0,0,0,3,1,1,0
MIZORAM,Lawngtlai,2020,0,0,0,0,0,0,0,0,0,1,0,0,0
MIZORAM,Lunglei,2020,0,0,0,0,0,0,0,0,0,3,0,0,0
MIZORAM,Mamit,2020,0,0,6,0,0,1,1,0,0,3,0,0,0
MIZORAM,Saiha,2020,0,0,0,0,0,0,0,0,0,1,0,0,0
MIZORAM,Serchhip,2020,0,0,0,0,0,0,0,0,0,1,0,0,0
MIZORAM,Spl Narcotic,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,Saitual,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,Khawzawl,2020,0,0,2,0,0,0,0,0,0,3,0,1,0
MIZORAM,Hnahthial,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,Cyber,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020,0,0,33,0,0,1,1,0,0,26,3,7,0
NAGALAND,Dimapur,2020,0,0,2,0,0,3,3,0,0,5,2,1,0
NAGALAND,Kiphire,2020,0,0,1,0,0,0,0,0,0,0,0,0,0
NAGALAND,Kohima,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,Longleng,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,Mokokchung,2020,0,0,0,0,0,0,0,0,0,2,0,0,0
NAGALAND,Mon,2020,0,0,0,0,0,2,2,0,0,0,0,0,0
NAGALAND,Peren,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,Phek,2020,0,0,1,0,0,0,0,0,0,0,0,0,0
NAGALAND,Tuensang,2020,0,0,0,0,0,0,0,0,1,0,0,0,0
NAGALAND,Wokha,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,Zunheboto,2020,0,0,0,0,0,0,1,1,0,0,0,1,0
,,2020,0,0,4,0,0,5,6,1,1,7,2,2,0
ODISHA,Angul,2020,0,0,46,0,0,125,125,0,7,667,13,290,0
ODISHA,Balasore,2020,3,0,65,0,0,213,277,0,32,622,38,406,0
ODISHA,Baragarh,2020,0,0,34,0,0,66,66,0,8,281,17,45,0
ODISHA,Berhampur,2020,0,0,32,0,0,62,62,0,6,384,32,108,0
ODISHA,Bhadrak,2020,0,0,34,0,0,221,221,0,23,348,21,112,0
ODISHA,Bolangir,2020,0,0,25,0,0,108,108,0,4,599,24,124,0
ODISHA,Boudh,2020,0,0,11,0,0,28,28,0,4,104,0,38,0
ODISHA,Cuttack,2020,0,0,37,0,0,141,141,0,26,323,4,52,0
ODISHA,DCP BBSR,2020,2,0,49,0,0,154,154,0,11,256,25,89,0
ODISHA,DCP CTC,2020,0,0,20,0,0,130,130,0,5,223,8,109,0
ODISHA,Deogarh,2020,0,0,33,0,0,16,16,0,2,89,20,36,0
ODISHA,Dhenkanal,2020,1,0,44,0,0,81,152,0,6,494,26,99,0
ODISHA,Gajapati,2020,0,0,9,0,0,35,35,0,1,139,9,21,0
ODISHA,Ganjam,2020,0,0,56,0,0,52,52,0,10,595,35,158,0
ODISHA,Jagatsinghpur,2020,0,0,40,0,0,137,137,0,23,652,25,89,0
ODISHA,Jajpur,2020,1,0,57,0,0,202,202,0,34,848,6,93,0
ODISHA,Jharsuguda,2020,0,0,27,0,0,54,54,0,3,222,11,56,0
ODISHA,Kalahandi,2020,0,0,38,0,0,127,127,0,3,447,28,101,0
ODISHA,Kandhamal,2020,0,0,47,0,0,66,66,0,3,106,19,56,0
ODISHA,Kendrapara,2020,0,0,37,0,0,176,177,0,21,794,10,248,0
ODISHA,Keonjhar,2020,1,0,33,0,0,83,133,50,6,374,16,100,0
ODISHA,Khurda,2020,0,0,17,0,0,72,72,0,16,305,19,62,0
ODISHA,Koraput,2020,1,0,33,0,0,97,97,0,0,323,4,103,0
ODISHA,Malkangiri,2020,0,0,15,0,0,80,80,0,3,192,9,75,0
ODISHA,Mayurbhanj,2020,4,0,138,0,0,271,271,0,7,502,60,294,0
ODISHA,Nayagarh,2020,3,0,18,0,0,68,81,0,16,157,1,42,0
ODISHA,Nabarangpur,2020,0,0,26,0,0,101,149,0,3,275,13,91,0
ODISHA,Nuapada,2020,0,0,3,0,0,51,51,0,0,123,9,26,0
ODISHA,Puri,2020,0,0,53,0,0,177,177,0,20,1027,44,123,0
ODISHA,Rayagada,2020,1,0,22,0,0,76,88,3,3,182,30,93,0
ODISHA,Rourkela,2020,0,0,39,0,0,90,90,0,6,202,11,73,0
ODISHA,Sambalpur,2020,1,0,31,0,0,76,76,0,5,434,19,136,0
ODISHA,Sonepur,2020,0,0,12,0,0,17,17,0,3,98,7,11,0
ODISHA,SRP(Cuttack),2020,0,0,2,0,0,0,0,0,0,4,0,1,0
ODISHA,SRP(Rourkela),2020,0,0,0,0,0,2,2,0,0,5,0,1,0
ODISHA,Sundargarh,2020,0,0,28,0,0,57,61,2,0,195,2,98,0
ODISHA,CID CB,2020,0,0,0,0,0,0,0,0,0,14,0,0,0
,TOTAL,2020,18,0,1211,0,0,3512,3775,55,320,12605,615,3659,0
PUNJAB,Amritsar Rural,2020,0,0,19,0,0,0,72,3,2,46,1,37,0
PUNJAB,Barnala,2020,0,0,8,0,0,0,32,1,3,17,0,15,0
PUNJAB,Batala,2020,0,0,7,0,0,0,42,0,2,16,0,36,0
PUNJAB,Bathinda,2020,1,0,33,0,0,4,43,0,3,34,1,46,0
PUNJAB,CP Amritsar,2020,0,0,15,0,0,1,70,5,2,43,0,60,0
PUNJAB,CP Jalandhar,2020,0,0,9,0,0,2,60,2,4,18,0,94,0
PUNJAB,CP Ludhiana,2020,0,0,37,0,0,0,119,0,3,45,1,104,0
PUNJAB,Faridkot,2020,0,0,10,0,0,0,38,0,1,21,0,12,0
PUNJAB,Fatehgarh Sahib,2020,0,0,9,0,0,0,24,0,1,14,1,41,0
PUNJAB,Fazilka,2020,0,0,38,0,0,0,35,2,1,33,4,47,0
PUNJAB,Ferozepur,2020,0,0,16,0,0,0,33,0,3,21,0,21,0
PUNJAB,GRP,2020,1,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,Gurdaspur,2020,0,0,10,0,0,0,33,2,2,14,0,52,0
PUNJAB,Hoshiarpur,2020,1,0,21,0,0,2,46,4,2,31,3,97,0
PUNJAB,Jalandhar Rural,2020,1,0,16,0,0,0,34,2,0,37,0,33,0
PUNJAB,Kapurthala,2020,0,0,13,0,0,0,68,0,1,21,3,20,0
PUNJAB,Khanna,2020,0,0,9,0,0,0,28,0,1,17,0,14,0
PUNJAB,Ludhiana Rural,2020,0,0,7,0,0,0,32,1,4,12,0,10,0
PUNJAB,Mansa,2020,0,0,17,0,0,0,31,0,3,9,5,17,0
PUNJAB,Moga,2020,1,0,9,0,0,1,24,1,1,19,0,16,0
PUNJAB,Muktsar,2020,0,0,21,0,0,1,46,1,2,31,5,23,0
PUNJAB,Pathankot,2020,0,0,15,0,0,0,28,0,1,13,0,31,0
PUNJAB,Patiala,2020,0,0,19,0,0,0,82,5,6,46,0,112,0
PUNJAB,Ropar,2020,0,0,34,0,0,0,25,0,0,28,0,27,0
PUNJAB,Sangrur,2020,0,0,62,0,0,0,63,0,2,69,4,58,0
PUNJAB,SAS Nagar,2020,0,0,25,0,0,0,81,0,8,27,0,77,0
PUNJAB,SBS Nagar,2020,0,0,8,0,0,0,20,0,1,23,0,44,0
PUNJAB,Tarn Taran,2020,0,0,14,0,0,0,32,0,4,23,0,22,0
PUNJAB,Bureau of Investigation,2020,0,0,0,0,0,0,0,0,0,3,0,0,0
PUNJAB,Intelligence Wing,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,NRI Wing,2020,0,0,1,0,0,0,0,0,0,0,0,105,0
PUNJAB,Special Task Force,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020,5,0,502,0,0,11,1241,29,63,731,28,1271,0
RAJASTHAN,Ajmer,2020,1,0,208,0,0,180,233,8,13,589,29,724,0
RAJASTHAN,Alwar,2020,0,0,216,0,0,44,114,24,21,354,0,464,0
RAJASTHAN,Banswara,2020,0,0,93,0,0,12,115,14,11,140,1,156,0
RAJASTHAN,Baran,2020,0,0,121,0,0,104,144,2,4,337,5,268,0
RAJASTHAN,Barmer,2020,1,0,227,0,0,3,90,3,24,414,0,370,0
RAJASTHAN,Bharatpur,2020,0,0,260,0,0,39,134,70,41,85,0,771,0
RAJASTHAN,Bhilwara,2020,0,0,173,0,0,32,189,123,12,392,1,551,0
RAJASTHAN,Bikaner,2020,0,0,166,0,0,33,76,15,15,211,5,431,0
RAJASTHAN,Bundi,2020,0,0,103,0,0,31,126,87,3,242,0,244,0
RAJASTHAN,Chittorgarh,2020,0,0,124,0,0,63,172,97,7,228,1,426,0
RAJASTHAN,Churu,2020,0,0,140,0,0,7,84,68,12,92,1,377,0
RAJASTHAN,Dausa,2020,0,0,114,0,0,1,96,89,15,53,0,225,0
RAJASTHAN,Dholpur,2020,0,0,96,0,0,26,86,41,32,191,0,256,0
RAJASTHAN,Dungarpur,2020,0,0,97,0,0,0,187,1,3,129,0,108,0
RAJASTHAN,GRP Ajmer,2020,0,0,2,0,0,0,0,0,1,4,1,0,0
RAJASTHAN,GRP Jodhpur,2020,0,0,1,0,0,1,1,0,0,2,0,0,0
RAJASTHAN,Ganganagar,2020,0,0,200,0,0,72,146,63,10,292,1,693,0
RAJASTHAN,Hanumangarh,2020,2,0,172,0,0,45,87,38,18,204,2,522,0
RAJASTHAN,Jaipur East,2020,0,0,98,0,0,55,72,5,5,157,1,228,0
RAJASTHAN,Jaipur North,2020,0,0,80,0,0,32,73,39,9,92,3,211,0
RAJASTHAN,Jaipur Rural,2020,0,0,123,0,0,22,110,69,12,142,1,288,0
RAJASTHAN,Jaipur South,2020,0,0,99,0,0,37,112,64,4,111,1,233,0
RAJASTHAN,Jaipur West,2020,0,0,132,0,0,38,116,78,8,97,2,371,0
RAJASTHAN,Jaisalmer,2020,0,0,27,0,0,13,23,2,6,121,0,66,0
RAJASTHAN,Jalore,2020,0,0,78,0,0,35,78,19,17,240,0,185,0
RAJASTHAN,Jhalawar,2020,1,0,158,0,0,126,171,8,6,347,4,439,0
RAJASTHAN,Jhunjhunu,2020,0,0,102,0,0,45,128,62,8,115,0,388,0
RAJASTHAN,Jodhpur East,2020,0,0,54,0,0,19,40,21,4,136,3,171,0
RAJASTHAN,Jodhpur West,2020,0,0,54,0,0,47,64,6,7,150,11,198,0
RAJASTHAN,Jodhpur Rural,2020,0,0,109,0,0,12,71,52,14,247,0,220,0
RAJASTHAN,Karauli,2020,0,0,116,0,0,18,91,36,22,142,0,195,0
RAJASTHAN,Kota City,2020,0,0,133,0,0,104,116,2,5,207,3,318,0
RAJASTHAN,Kota Rural,2020,0,0,76,0,0,51,74,20,4,176,1,161,0
RAJASTHAN,Nagaur,2020,1,0,149,0,0,67,105,15,17,260,2,494,0
RAJASTHAN,Pali,2020,0,0,137,0,0,35,144,71,8,419,0,510,0
RAJASTHAN,Pratapgarh,2020,1,0,133,0,0,73,134,0,3,146,0,209,0
RAJASTHAN,Rajsamand,2020,0,0,73,0,0,85,123,25,6,193,0,242,0
RAJASTHAN,Sawai Madhopur,2020,0,0,113,0,0,7,73,18,13,256,0,224,0
RAJASTHAN,Sikar,2020,1,0,129,0,0,59,155,73,11,176,2,518,0
RAJASTHAN,Sirohi,2020,0,0,96,0,0,18,46,11,3,169,0,240,0
RAJASTHAN,Tonk,2020,0,0,104,0,0,65,105,34,5,145,1,265,0
RAJASTHAN,Udaipur,2020,0,0,228,0,0,214,283,12,10,287,3,402,0
RAJASTHAN,Jaipur Metro,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,SCRB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,SOG,2020,0,0,0,0,0,0,0,0,0,1,0,0,0
RAJASTHAN,SSB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,Jaipur Crime,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,Bhiwadi,2020,0,0,196,0,0,81,152,39,30,170,0,403,0
,,2020,8,0,5310,0,0,2051,4739,1524,479,8661,85,13765,0
SIKKIM,East,2020,0,0,7,0,0,11,11,0,0,16,0,0,0
SIKKIM,North,2020,0,0,2,0,0,0,0,0,0,0,0,0,0
SIKKIM,South,2020,0,0,3,0,0,0,0,0,0,2,0,1,0
SIKKIM,West,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020,0,0,12,0,0,11,11,0,0,18,0,1,0
TAMIL NADU,Ariyalur,2020,0,0,9,0,0,1,6,0,0,6,0,8,0
TAMIL NADU,Chennai,2020,1,0,31,0,0,6,17,1,3,61,7,56,0
TAMIL NADU,Coimbatore,2020,0,0,7,0,0,0,3,0,0,4,0,13,0
TAMIL NADU,Coimbatore City,2020,0,0,2,0,0,0,1,1,0,2,0,23,0
TAMIL NADU,Cuddalore,2020,0,0,32,0,0,0,39,0,18,23,0,46,0
TAMIL NADU,Dharmapuri,2020,0,0,4,0,0,8,15,1,0,12,0,10,0
TAMIL NADU,Dindigul,2020,0,0,8,0,0,2,9,1,0,30,0,27,0
TAMIL NADU,Erode,2020,0,0,6,0,0,4,25,2,0,22,0,5,0
TAMIL NADU,Kanchipuram,2020,0,0,5,0,0,0,4,0,0,1,0,3,0
TAMIL NADU,Kanyakumari,2020,0,0,11,0,0,0,28,0,1,10,0,3,0
TAMIL NADU,Karur,2020,0,0,4,0,0,0,5,0,1,20,0,10,0
TAMIL NADU,Krishnagiri,2020,0,0,4,0,0,0,12,0,0,14,0,5,0
TAMIL NADU,Madurai,2020,0,0,17,0,0,1,12,0,1,26,0,25,0
TAMIL NADU,Madurai City,2020,0,0,8,0,0,0,9,0,1,18,5,87,0
TAMIL NADU,Nagapattinam,2020,0,0,14,0,0,0,11,0,0,48,0,5,0
TAMIL NADU,Namakkal,2020,0,0,2,0,0,0,11,0,0,26,0,7,0
TAMIL NADU,Nilgiris,2020,0,0,7,0,0,1,1,0,0,11,1,1,0
TAMIL NADU,Perambalur,2020,0,0,3,0,0,0,1,0,1,12,0,1,0
TAMIL NADU,Pudukottai,2020,1,0,7,0,0,0,14,0,1,51,1,19,0
TAMIL NADU,Ramnathapuram,2020,0,0,15,0,0,0,16,0,0,23,0,9,0
TAMIL NADU,Railway Chennai,2020,0,0,0,0,0,0,0,0,0,1,0,0,0
TAMIL NADU,Railway Trichy,2020,0,0,0,0,0,0,0,0,0,0,1,0,0
TAMIL NADU,Salem,2020,0,0,6,0,0,0,33,0,1,69,0,4,0
TAMIL NADU,Salem City,2020,0,0,1,0,0,7,9,0,0,7,0,9,0
TAMIL NADU,Sivagangai,2020,0,0,9,0,0,6,28,0,0,24,0,24,0
TAMIL NADU,Thanjavur,2020,0,0,3,0,0,0,11,0,2,84,2,21,0
TAMIL NADU,Theni,2020,0,0,5,0,0,0,1,0,3,10,0,15,0
TAMIL NADU,Thirunelveli,2020,0,0,8,0,0,1,3,0,0,44,0,12,0
TAMIL NADU,Thirunelveli City,2020,0,0,2,0,0,0,2,0,0,12,5,11,0
TAMIL NADU,Thiruvallur,2020,1,0,8,0,0,0,3,0,1,8,0,11,0
TAMIL NADU,Thiruvannamalai,2020,0,0,16,0,0,2,30,0,1,10,0,10,0
TAMIL NADU,Thiruvarur,2020,0,0,10,0,0,0,57,0,0,26,4,9,0
TAMIL NADU,Thoothukudi,2020,0,0,10,0,0,0,10,0,0,17,1,43,0
TAMIL NADU,Tiruppur,2020,0,0,4,0,0,0,3,2,0,17,0,7,0
TAMIL NADU,Tiruppur City,2020,0,0,2,0,0,0,1,0,0,5,0,8,0
TAMIL NADU,Trichy,2020,0,0,17,0,0,0,16,14,0,24,1,50,0
TAMIL NADU,Trichy City,2020,0,0,6,0,0,2,3,0,0,10,1,24,0
TAMIL NADU,Vellore,2020,0,0,5,0,0,0,14,0,0,7,2,7,0
TAMIL NADU,Villupuram,2020,0,0,21,0,0,0,68,5,2,35,0,10,0
TAMIL NADU,Virudhunagar,2020,0,0,13,0,0,2,8,1,1,12,0,14,0
TAMIL NADU,Cyber Cell,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,Other Units,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,Chengalpattu,2020,0,0,12,0,0,0,0,0,0,6,0,3,0
TAMIL NADU,Kallakurichi,2020,0,0,17,0,0,0,55,0,0,17,0,10,0
TAMIL NADU,Ranipet,2020,0,0,3,0,0,0,2,0,2,6,0,3,0
TAMIL NADU,Tiruppattur,2020,0,0,9,0,0,12,35,4,0,14,0,15,0
TAMIL NADU,Tenkasi,2020,0,0,6,0,0,0,2,0,0,7,0,6,0
,,2020,3,0,389,0,0,55,633,32,40,892,31,689,0
TELANGANA,Cyberabad Commissionerate,2020,3,0,107,0,0,260,353,7,20,630,129,1055,0
TELANGANA,Hyderabad Commissionerate,2020,0,0,92,0,0,128,131,0,21,451,123,1226,0
TELANGANA,Karimnagar Commissionerate,2020,0,0,21,0,0,6,12,3,2,165,5,289,0
TELANGANA,Khammam Commissionerate,2020,1,0,24,0,0,58,58,0,5,175,22,280,0
TELANGANA,Nizamabad Commissionerate,2020,0,0,13,0,0,5,18,2,3,127,25,250,0
TELANGANA,Rachakonda Commissionerate,2020,0,0,155,0,0,0,62,62,24,1040,20,1184,0
TELANGANA,Ramagundam Commissionerate,2020,0,0,31,0,0,39,48,0,8,254,14,400,0
TELANGANA,Siddipet Commissionerate,2020,0,0,15,0,0,4,21,2,4,162,5,365,0
TELANGANA,Warangal Commissionerate,2020,1,0,32,0,0,120,128,4,7,227,38,297,0
TELANGANA,Adilabad,2020,0,0,8,0,0,11,17,2,2,50,5,70,0
TELANGANA,Bhadradri Kothagudem,2020,0,0,30,0,0,29,32,0,1,178,15,266,0
TELANGANA,Jagityal,2020,1,0,24,0,0,0,13,0,4,97,5,122,0
TELANGANA,Jayashankar Bhupalpalli,2020,0,0,5,0,0,23,29,0,4,84,0,60,0
TELANGANA,Jogulamba Gadwal,2020,0,0,5,0,0,2,5,0,3,52,0,30,0
TELANGANA,Kamareddy ,2020,0,0,14,0,0,4,8,1,3,75,16,141,0
TELANGANA,Kumaram Bheem Asifabad,2020,6,0,13,0,0,26,27,0,5,47,10,65,0
TELANGANA,Mahabubabad,2020,0,0,12,0,0,35,42,0,7,86,11,106,0
TELANGANA,Mahabubnagar,2020,0,0,17,0,0,0,64,0,3,104,2,67,0
TELANGANA,Medak,2020,1,0,7,0,0,16,16,0,4,85,10,115,0
TELANGANA,Nagarkurnool,2020,0,0,16,0,0,37,39,0,4,74,4,65,0
TELANGANA,Nalgonda,2020,0,0,14,0,0,18,45,0,1,173,75,250,0
TELANGANA,Nirmal,2020,0,0,9,0,0,6,6,0,2,36,3,42,0
TELANGANA,Rajanna Siricilla,2020,0,0,19,0,0,0,16,0,1,85,0,143,0
TELANGANA,Sangareddy,2020,1,0,16,0,0,0,16,6,9,71,16,113,0
TELANGANA,Suryapet,2020,0,0,27,0,0,37,49,2,3,222,7,220,0
TELANGANA,Vikarabad,2020,0,0,11,0,0,24,33,0,4,46,3,80,0
TELANGANA,Wanaparthy,2020,0,0,10,0,0,0,3,0,0,46,0,46,0
TELANGANA,Railway Police Secunderabad,2020,0,0,0,0,0,0,0,0,0,4,0,0,0
TELANGANA,Mulug,2020,0,0,8,0,0,8,10,0,1,33,2,69,0
TELANGANA,Narayanpet,2020,0,0,9,0,0,0,13,0,3,28,0,37,0
,,2020,14,0,764,0,0,896,1314,91,158,4907,565,7453,0
TRIPURA,Dhalai,2020,0,0,9,0,0,2,6,1,0,11,0,12,0
TRIPURA,Gomati,2020,1,0,11,0,0,4,14,1,2,13,0,66,0
TRIPURA,GRP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,Kowai,2020,0,0,10,0,0,0,14,0,2,17,0,20,0
TRIPURA,North,2020,0,0,9,0,0,3,7,0,1,6,0,33,0
TRIPURA,Sipahijala,2020,1,0,7,0,0,12,16,0,5,5,0,35,0
TRIPURA,South,2020,0,0,7,0,0,6,16,0,2,11,0,56,0
TRIPURA,Unakoti,2020,0,0,8,0,0,1,10,1,3,13,1,29,0
TRIPURA,West,2020,0,0,18,0,0,7,27,1,8,39,2,105,0
,,2020,2,0,79,0,0,35,110,4,23,115,3,356,0
UTTAR PRADESH,Agra,2020,1,0,80,0,0,21,182,0,75,202,0,240,0
UTTAR PRADESH,Aligarh,2020,3,0,74,0,0,32,180,0,50,374,0,692,0
UTTAR PRADESH,Prayagraj,2020,2,0,121,0,0,0,273,0,48,393,0,810,0
UTTAR PRADESH,Ambedkar Nagar,2020,0,0,22,0,0,100,100,0,15,122,0,129,0
UTTAR PRADESH,Amethi,2020,0,0,33,0,0,0,27,0,7,76,0,107,0
UTTAR PRADESH,Amroha,2020,0,0,34,0,0,0,42,0,17,62,0,196,0
UTTAR PRADESH,Auraiya,2020,0,0,28,0,0,0,100,0,30,82,0,143,0
UTTAR PRADESH,Azamgarh,2020,0,0,24,0,0,48,134,0,30,191,0,130,0
UTTAR PRADESH,Badaun,2020,0,0,19,0,0,88,189,0,30,101,0,188,0
UTTAR PRADESH,Baghpat,2020,0,0,29,0,0,0,162,0,17,51,0,81,0
UTTAR PRADESH,Bahraich,2020,0,0,39,0,0,83,83,0,69,156,0,19,0
UTTAR PRADESH,Ballia,2020,0,0,16,0,0,12,102,0,23,58,0,4,0
UTTAR PRADESH,Balrampur,2020,0,0,8,0,0,0,119,0,25,51,0,11,0
UTTAR PRADESH,Banda,2020,0,0,36,0,0,1,75,0,50,83,0,114,0
UTTAR PRADESH,Barabanki,2020,2,0,50,0,0,0,124,0,33,139,0,9,0
UTTAR PRADESH,Bareilly,2020,0,0,30,0,0,36,57,0,54,236,0,640,0
UTTAR PRADESH,Basti,2020,0,0,32,0,0,0,0,0,17,100,0,0,0
UTTAR PRADESH,Bijnor,2020,0,0,43,0,0,0,25,0,28,124,0,234,0
UTTAR PRADESH,Bulandshahar,2020,0,0,55,0,0,0,109,0,56,176,1,655,0
UTTAR PRADESH,Chandoli,2020,0,0,14,0,0,0,27,0,14,28,0,82,0
UTTAR PRADESH,Chitrakoot,2020,0,0,35,0,0,0,17,0,10,61,0,31,0
UTTAR PRADESH,Deoria,2020,0,0,9,0,0,0,0,0,20,12,0,21,0
UTTAR PRADESH,Etah,2020,0,0,11,0,0,0,70,0,33,126,0,106,0
UTTAR PRADESH,Etawah,2020,0,0,10,0,0,18,67,0,28,51,0,87,0
UTTAR PRADESH,Ayodhya,2020,0,0,43,0,0,0,225,1,13,168,0,7,0
UTTAR PRADESH,Fatehgarh,2020,0,0,29,0,0,0,69,0,39,21,0,130,0
UTTAR PRADESH,Fatehpur,2020,0,0,78,0,0,0,61,0,47,155,0,177,0
UTTAR PRADESH,Firozabad,2020,0,0,18,0,0,0,249,0,48,208,0,265,0
UTTAR PRADESH,GRP,2020,0,0,1,0,0,1,2,0,1,21,1,0,0
UTTAR PRADESH,Gautambudh Nagar,2020,1,0,44,0,0,16,207,0,37,144,0,246,0
UTTAR PRADESH,Ghaziabad,2020,1,0,25,0,0,2,107,1,27,124,0,184,0
UTTAR PRADESH,Ghazipur,2020,0,0,31,0,0,0,92,0,27,218,0,170,0
UTTAR PRADESH,Gonda,2020,0,0,26,0,0,42,92,0,30,81,0,31,0
UTTAR PRADESH,Gorakhpur,2020,0,0,82,0,0,0,223,0,43,242,0,0,0
UTTAR PRADESH,Hamirpur,2020,0,0,15,0,0,0,46,0,20,75,0,56,0
UTTAR PRADESH,Hapur,2020,0,0,21,0,0,50,79,0,10,70,1,0,0
UTTAR PRADESH,Hardoi,2020,0,0,56,0,0,71,136,0,60,159,0,200,0
UTTAR PRADESH,Hathras,2020,1,0,26,0,0,3,110,0,32,136,0,129,0
UTTAR PRADESH,Jalaun,2020,0,0,11,0,0,42,45,0,27,75,0,147,0
